#dailymotion
rubiconproject.com, 8769, RESELLER, 0bfd66d529a55807 # video
google.com, pub-7019376976432612, RESELLER # video
smartclip.net, 2898, DIRECT # LATAM
smartclip.net, 10220, DIRECT # LATAM
smartclip.net, 6780, DIRECT # LATAM
smartclip.net, 10219, DIRECT # LATAM
smartclip.net, 10221, DIRECT # LATAM
smartclip.net, 10213, RESELLER # LATAM
smartclip.net, 2898, RESELLER # LATAM
smartclip.net, 10220, RESELLER # LATAM
smartclip.net, 6780, RESELLER # LATAM
smartclip.net, 10219, RESELLER # LATAM
smartclip.net, 10221, RESELLER # LATAM
AOL.com, 7801, RESELLER # Video
freewheel.tv, 146777, RESELLER # HK
freewheel.tv, 202401, RESELLER # HK
freewheel.tv, 771073, RESELLER # TH
freewheel.tv, 771089, RESELLER # TH
appnexus.com, 7596 , RESELLER # TH
freewheel.tv, 838673, RESELLER # TH
freewheel.tv, 862033, RESELLER # TH
smartadserver.com, 886, RESELLER # Video CH, DE, AT
google.com, pub-3057818873023700, RESELLER # Video CH
appnexus.com, 3741, RESELLER # Video CH
appnexus.com, 3528, RESELLER # Video CH
appnexus.com, 1851, RESELLER # Video CH
appnexus.com, 9242, RESELLER # Video CH
spotxchange.com, 113481, RESELLER, 7842df1d2fe2db34 # DE, CH, AT
spotx.tv, 113481, RESELLER, 7842df1d2fe2db34 # DE, CH, AT
appnexus.com, 8904, RESELLER # DE, CH, AT
pubmatic.com, 100531, RESELLER # DE, CH, AT
openx.com, 537148817, RESELLER, 6a698e2ec38604c6 # DE, CH, AT
freewheel.tv, 170809, RESELLER # Video BE
freewheel.tv, 175881, RESELLER # Video BE
google.com, pub-0928917523760106, RESELLER, f08c47fec0942fa0 # BE
appnexus.com, 2668, RESELLER, f5ab79cb980f11d1 # NL
improvedigital.com, 755, RESELLER # NL
google.com, pub-5879135606263005, RESELLER # NL
smartclip.net, 855,RESELLER # DE
smartclip.net, 9098, RESELLER # ES
google.com, pub-8674340505315230, RESELLER, f08c47fec0942fa0 # ES
google.com, pub-7197632655386039, RESELLER, f08c47fec0942fa0 # ES
yieldlab.net, 72723, RESELLER # AT
yieldlab.net, 227224, RESELLER # AT
yieldlab.net, 506261, RESELLER # AT
admixer.net, 10248498-454d-49a4-a789-acb8fe837f59, RESELLER # UA
google.com, pub-0627101520158699, RESELLER, f08c47fec0942fa0 # IT
freewheel.tv, 2493, RESELLER # IT
freewheel.tv, 287842, RESELLER # IT
freewheel.tv, 595217, RESELLER # IT
freewheel.tv, 595281, RESELLER # IT
freewheel.tv, 595681, RESELLER # IT
freewheel.tv, 595713, RESELLER # IT
freewheel.tv, 287858, RESELLER # IT
freewheel.tv, 595233, RESELLER # IT
freewheel.tv, 595665, RESELLER # IT
freewheel.tv, 595697, RESELLER # IT
freewheel.tv, 595729, RESELLER # IT
freewheel.tv, 449249, RESELLER # IT
freewheel.tv, 449265, RESELLER # IT
freewheel.tv, 762193, RESELLER # IT
freewheel.tv, 762241, RESELLER # IT
Improvedigital.com, 410, RESELLER # IT
adform.com, 96, RESELLER # IT
rubiconproject.com, 11762, RESELLER, 0bfd66d529a55807 # IT
google.com, pub-9381882208654001, RESELLER # IT
google.com, pub-7774251886246218, RESELLER # IT
adtech.com, 4819, RESELLER # IT
4aolcloud.net, 4819, RESELLER # IT
advertising.com, 21984, RESELLER # IT
google.com, pub-4979986541055910, RESELLER, f08c47fec0942fa0 # IT
appnexus.com, 956, RESELLER, f5ab79cb980f11d1 # IT
rubiconproject.com, 13258, RESELLER, 0bfd66d529a55807 # IT
openx.com, 537128103, RESELLER # IT
adform.com, 1721, RESELLER # IT
pubmatic.com, 73785, RESELLER, 5d62403b186f2ace # IT
freewheel.tv, 201601, RESELLER # IT
adtech.com, 4812, RESELLER # IT
aolcloud.net, 4812, RESELLER # IT
smartadserver.com, 1827, RESELLER # IT
improvedigital.com, 335, RESELLER # IT
appnexus.com, 3538, RESELLER # IT
appnexus.com, 3539, RESELLER # IT
appnexus.com, 3540, RESELLER # IT
adform.com, 1226, RESELLER # IT
adform.com, 1943, RESELLER # IT
adform.com, 622, RESELLER # IT
adform.com, 2110, RESELLER # IT
adform.com, 2112, RESELLER # IT
appnexus.com, 1785, RESELLER, f5ab79cb980f11d1 # IT
appnexus.com, 3141, RESELLER, f5ab79cb980f11d1 # IT
indexexchange.com, 183965, RESELLER, 50b1c356f2c5c8fc # IT
Pubmatic.com, 156458, RESELLER, 5d62403b186f2ace # IT
Pubmatic.com, 156325, RESELLER, 5d62403b186f2ace # IT
Pubmatic.com, 156084, RESELLER, 5d62403b186f2ace # IT
coxmt.com, 2000067995202, RESELLER # IT
freewheel.tv, 758610, RESELLER # IT
freewheel.tv, 758642, RESELLER # IT
freewheel.tv, 758626, RESELLER # IT
freewheel.tv, 758658, RESELLER # IT
onetag.com, 3895f66b2a, RESELLER # IT
coxmt.com, 2000067995202, RESELLER # IT
spotxchange.com, 223430, RESELLER, 7842df1d2fe2db34 # IT
spotx.tv, 223430, RESELLER, 7842df1d2fe2db34 # IT
freewheel.tv, 764641, RESELLER # IT
freewheel.tv, 764673, RESELLER # IT
freewheel.tv, 764705, RESELLER # IT
freewheel.tv, 764657, RESELLER # IT
freewheel.tv, 764689, RESELLER # IT
freewheel.tv, 764737, RESELLER # IT
freewheel.tv, 772305, RESELLER # IT
freewheel.tv, 772321, RESELLER # IT
freewheel.tv, 780353, RESELLER # IT
freewheel.tv, 780369, RESELLER # IT
freewheel.tv, 782017, RESELLER # IT
freewheel.tv, 782033, RESELLER # IT
freewheel.tv, 9904, RESELLER # IT
freewheel.tv, 720210, RESELLER # IT
freewheel.tv, 720242, RESELLER # IT
freewheel.tv, 784481, RESELLER # IT
freewheel.tv, 784497, RESELLER # IT
pubmatic.com, 156777, RESELLER, 5d62403b186f2ace # IT
smartadserver.com, 1510, RESELLER # PT
google.com, pub-4939634212290203, RESELLER, f08c47fec0942fa0 # PT
indexexchange.com, 179394, RESELLER # PT
contextweb.com, 560288,RESELLER, 89ff185a4c4e857c # PT
pubmatic.com, 156439, RESELLER # PT
pubmatic.com, 154037, RESELLER # PT
rubiconproject.com, 16114, RESELLER, 0bfd66d529a55807 # PT
openx.com, 537149888, RESELLER, 6a698e2ec38604c6 # PT
sovrn.com, 257611, RESELLER, fafdf38b16bf6b2b # PT
appnexus.com, 3703, RESELLER, f5ab79cb980f11d1 # PT
appnexus.com, 2964, RESELLER # PT
appnexus.com, 7167, RESELLER # PT
teads.tv, 13696, RESELLER, 15a9c44f6d26cbe1 # PT
adform.com, 1743, RESELLER # TR
spotxchange.com, 223229, RESELLER, 7842df1d2fe2db34 # TR
spotx.tv, 223229, RESELLER, 7842df1d2fe2db34 # TR
google.com, pub-2577219840435371, RESELLER, f08c47fec0942fa0 # MENA
rubiconproject.com, 14138, RESELLER, 0bfd66d529a55807 # MENA
rubiconproject.com, 18024, RESELLER, 0bfd66d529a55807 # MENA
google.com, pub-1386280613967939, RESELLER, f08c47fec0942fa0 # GB, IE
advertising.com, 8791, RESELLER # GB, IE
tidaltv.com, 25596, RESELLER # GB, IE
tidaltv.com, 9008, RESELLER # GB, IE
tidaltv.com, 9141, RESELLER # GB, IE
tidaltv.com, 6440, RESELLER # GB, IE
rubiconproject.com, 16746, RESELLER, 0bfd66d529a55807 # GB, IE
spotxchange.com, 95719, RESELLER, 7842df1d2fe2db34 # GB, IE
spotx.tv, 95719 , RESELLER, 7842df1d2fe2db34 # GB, IE
freewheel.tv, 776577, RESELLER # GB, IE
freewheel.tv, 776593, RESELLER # GB, IE
freewheel.tv, 856593, RESELLER
freewheel.tv, 856609, RESELLER
freewheel.tv, 856625, RESELLER
freewheel.tv, 856641, RESELLER
freewheel.tv, 856657, RESELLER
freewheel.tv, 856673, RESELLER
appnexus.com, 994, RESELLER, f5ab79cb980f11d1 # NL
rubiconproject.com, 11394, RESELLER, 0bfd66d529a55807 # NL
pubmatic.com, 156487, RESELLER, 5d62403b186f2ace # NL
adform.com, 648, RESELLER # NL
freewheel.tv, 18373, RESELLER # NL
freewheel.tv, 17821, RESELLER # NL
improvedigital.com, 985, RESELLER # NL
appnexus.com, 1504, RESELLER # CH
lkqd.net, 307, RESELLER, 59c49fa9598a0117 # UA, RS, AL, BA,MK, ME, SK, LT, MT, MD, BY, EE, HR, SI, LV, PL, RU, BG, RO, HU, CZ, SI
google.com, pub-5512390705137507, RESELLER, f08c47fec0942fa0 # UA, RS, AL, BA,MK, ME, SK, LT, MT, MD, BY, EE, HR, SI, LV, PL, RU, BG, RO, HU, CZ, SI
smartadserver.com, 2079, RESELLER # UA, RS, AL, BA,MK, ME, SK, LT, MT, MD, BY, EE, HR, SI, LV, PL, RU, BG, RO, HU, CZ, SI
google.com, pub-1937576406332709, RESELLER, f08c47fec0942fa0 # UA, RS, AL, BA,MK, ME, SK, LT, MT, MD, BY, EE, HR, SI, LV, PL, RU, BG, RO, HU, CZ, SI
google.com, pub-8856559311549217, RESELLER, f08c47fec0942fa0 # UA, RS, AL, BA,MK, ME, SK, LT, MT, MD, BY, EE, HR, SI, LV, PL, RU, BG, RO, HU, CZ, SI
freewheel.tv, 13841 , RESELLER # IT
freewheel.tv, 642114, RESELLER # IT
google.com, pub-3391297137506159, RESELLER, f08c47fec0942fa0 # PL
google.com, pub-1914589287576951, RESELLER, f08c47fec0942fa0 # PL
adform.com, 1019, RESELLER # PL
rubiconproject.com, 13998, RESELLER, 0bfd66d529a55807 # PL
smartadserver.com, 3161, RESELLER # CA
tremorhub.com, 19i64-nwjvk, RESELLER, 1a4e959a1b50034a # NZ
google.com, pub-9058291854443881, RESELLER # Asia
appnexus.com, 3691, RESELLER # Asia
smartadserver.com, 2060, RESELLER # Asia
rubiconproject.com, 17692, RESELLER, 0bfd66d529a55807 # Asia
spotxchange.com, 218870, RESELLER, 7842df1d2fe2db34 # Asia
spotx.tv, 218870, RESELLER, 7842df1d2fe2db34 # Asia
pubmatic.com, 156792, RESELLER, 5d62403b186f2ace # Asia
ad-stir.com, 8943, RESELLER # Asia
advertising.com, 26947, RESELLER # Asia
ads.adasiaholdings.com, 1, RESELLER # Asia
openx.com, 540291874, RESELLER, 6a698e2ec38604c6 # Asia
openx.com, 540308356, RESELLER, 6a698e2ec38604c6 # Asia
Pubmatic.com, 39374, RESELLER, 5d62403b186f2ace
Pubmatic.com, 156819, RESELLER, 5d62403b186f2ace
Pubmatic.com, 156820, RESELLER, 5d62403b186f2ace
Advertising.com, 19011, RESELLER
lkqd.net, 51, RESELLER, 59c49fa9598a0117
lkqd.com, 51, RESELLER, 59c49fa9598a0117
freewheel.tv, 295681, RESELLER
freewheel.tv, 299345, RESELLER
Improvedigital.com, 1154, RESELLER
rubiconproject.com, 16048, RESELLER, 0bfd66d529a55807
openx.com, 537124691, RESELLER, 6a698e2ec38604c6
improvedigital.com, 1066, RESELLER
Freewheel.tv, 222017, RESELLER
Freewheel.tv, 636593, RESELLER
freewheel.tv, 479537, RESELLER
beachfront.com, 4469, RESELLER, e2541279e8e2ca4d
advertising.com, 18632, RESELLER
advertising.com, 24700, RESELLER
vi.ai, 575251357960979, RESELLER
beachfront.com, 5171, RESELLER
nsightvideo.com, 10, RESELLER #Video
nsightvideo.com, 11, RESELLER #Video
nsightvideo.com, 110, RESELLER #Video
nsightvideo.com, 111, RESELLER #Video
nsightvideo.com, 112, RESELLER #Video
nsightvideo.com, 113, RESELLER #Video
nsightvideo.com, 114, RESELLER #Video
nsightvideo.com, 115, RESELLER #Video
nsightvideo.com, 116, RESELLER #Video
nsightvideo.com, 117, RESELLER #Video
nsightvideo.com, 118, RESELLER #Video
nsightvideo.com, 119, RESELLER #Video
nsightvideo.com, 12, RESELLER #Video
nsightvideo.com, 120, RESELLER #Video
nsightvideo.com, 121, RESELLER #Video
nsightvideo.com, 122, RESELLER #Video
nsightvideo.com, 123, RESELLER #Video
nsightvideo.com, 124, RESELLER #Video
nsightvideo.com, 125, RESELLER #Video
nsightvideo.com, 126, RESELLER #Video
nsightvideo.com, 127, RESELLER #Video
nsightvideo.com, 128, RESELLER #Video
nsightvideo.com, 129, RESELLER #Video
nsightvideo.com, 13, RESELLER #Video
nsightvideo.com, 130, RESELLER #Video
nsightvideo.com, 131, RESELLER #Video
nsightvideo.com, 132, RESELLER #Video
nsightvideo.com, 133, RESELLER #Video
nsightvideo.com, 134, RESELLER #Video
nsightvideo.com, 135, RESELLER #Video
nsightvideo.com, 136, RESELLER #Video
nsightvideo.com, 137, RESELLER #Video
nsightvideo.com, 138, RESELLER #Video
nsightvideo.com, 139, RESELLER #Video
nsightvideo.com, 14, RESELLER #Video
nsightvideo.com, 140, RESELLER #Video
nsightvideo.com, 141, RESELLER #Video
nsightvideo.com, 142, RESELLER #Video
nsightvideo.com, 143, RESELLER #Video
nsightvideo.com, 144, RESELLER #Video
nsightvideo.com, 145, RESELLER #Video
nsightvideo.com, 146, RESELLER #Video
nsightvideo.com, 147, RESELLER #Video
nsightvideo.com, 148, RESELLER #Video
nsightvideo.com, 149, RESELLER #Video
nsightvideo.com, 15, RESELLER #Video
nsightvideo.com, 150, RESELLER #Video
nsightvideo.com, 151, RESELLER #Video
nsightvideo.com, 152, RESELLER #Video
nsightvideo.com, 153, RESELLER #Video
nsightvideo.com, 154, RESELLER #Video
nsightvideo.com, 155, RESELLER #Video
nsightvideo.com, 156, RESELLER #Video
nsightvideo.com, 157, RESELLER #Video
nsightvideo.com, 158, RESELLER #Video
nsightvideo.com, 159, RESELLER #Video
nsightvideo.com, 16, RESELLER #Video
nsightvideo.com, 160, RESELLER #Video
nsightvideo.com, 161, RESELLER #Video
nsightvideo.com, 162, RESELLER #Video
nsightvideo.com, 163, RESELLER #Video
nsightvideo.com, 164, RESELLER #Video
nsightvideo.com, 165, RESELLER #Video
nsightvideo.com, 166, RESELLER #Video
nsightvideo.com, 167, RESELLER #Video
nsightvideo.com, 168, RESELLER #Video
nsightvideo.com, 169, RESELLER #Video
nsightvideo.com, 17, RESELLER #Video
nsightvideo.com, 170, RESELLER #Video
nsightvideo.com, 171, RESELLER #Video
nsightvideo.com, 172, RESELLER #Video
nsightvideo.com, 173, RESELLER #Video
nsightvideo.com, 174, RESELLER #Video
nsightvideo.com, 175, RESELLER #Video
nsightvideo.com, 176, RESELLER #Video
nsightvideo.com, 177, RESELLER #Video
nsightvideo.com, 178, RESELLER #Video
nsightvideo.com, 179, RESELLER #Video
nsightvideo.com, 18, RESELLER #Video
nsightvideo.com, 180, RESELLER #Video
nsightvideo.com, 181, RESELLER #Video
nsightvideo.com, 182, RESELLER #Video
nsightvideo.com, 183, RESELLER #Video
nsightvideo.com, 184, RESELLER #Video
nsightvideo.com, 185, RESELLER #Video
nsightvideo.com, 186, RESELLER #Video
nsightvideo.com, 187, RESELLER #Video
nsightvideo.com, 188, RESELLER #Video
nsightvideo.com, 189, RESELLER #Video
nsightvideo.com, 19, RESELLER #Video
nsightvideo.com, 190, RESELLER #Video
nsightvideo.com, 191, RESELLER #Video
nsightvideo.com, 192, RESELLER #Video
nsightvideo.com, 193, RESELLER #Video
nsightvideo.com, 194, RESELLER #Video
nsightvideo.com, 20, RESELLER #Video
nsightvideo.com, 21, RESELLER #Video
nsightvideo.com, 22, RESELLER #Video
nsightvideo.com, 23, RESELLER #Video
nsightvideo.com, 24, RESELLER #Video
nsightvideo.com, 25, RESELLER #Video
nsightvideo.com, 253, RESELLER #Video
nsightvideo.com, 254, RESELLER #Video
nsightvideo.com, 255, RESELLER #Video
nsightvideo.com, 256, RESELLER #Video
nsightvideo.com, 257, RESELLER #Video
nsightvideo.com, 258, RESELLER #Video
nsightvideo.com, 259, RESELLER #Video
nsightvideo.com, 26, RESELLER #Video
nsightvideo.com, 260, RESELLER #Video
nsightvideo.com, 261, RESELLER #Video
nsightvideo.com, 262, RESELLER #Video
nsightvideo.com, 263, RESELLER #Video
nsightvideo.com, 264, RESELLER #Video
nsightvideo.com, 265, RESELLER #Video
nsightvideo.com, 266, RESELLER #Video
nsightvideo.com, 267, RESELLER #Video
nsightvideo.com, 268, RESELLER #Video
nsightvideo.com, 269, RESELLER #Video
nsightvideo.com, 27, RESELLER #Video
nsightvideo.com, 270, RESELLER #Video
nsightvideo.com, 271, RESELLER #Video
nsightvideo.com, 272, RESELLER #Video
nsightvideo.com, 273, RESELLER #Video
nsightvideo.com, 274, RESELLER #Video
nsightvideo.com, 275, RESELLER #Video
nsightvideo.com, 276, RESELLER #Video
nsightvideo.com, 277, RESELLER #Video
nsightvideo.com, 278, RESELLER #Video
nsightvideo.com, 279, RESELLER #Video
nsightvideo.com, 28, RESELLER #Video
nsightvideo.com, 280, RESELLER #Video
nsightvideo.com, 281, RESELLER #Video
nsightvideo.com, 282, RESELLER #Video
nsightvideo.com, 283, RESELLER #Video
nsightvideo.com, 284, RESELLER #Video
nsightvideo.com, 285, RESELLER #Video
nsightvideo.com, 286, RESELLER #Video
nsightvideo.com, 287, RESELLER #Video
nsightvideo.com, 288, RESELLER #Video
nsightvideo.com, 289, RESELLER #Video
nsightvideo.com, 29, RESELLER #Video
nsightvideo.com, 290, RESELLER #Video
nsightvideo.com, 291, RESELLER #Video
nsightvideo.com, 292, RESELLER #Video
nsightvideo.com, 295, RESELLER #Video
nsightvideo.com, 296, RESELLER #Video
nsightvideo.com, 297, RESELLER #Video
nsightvideo.com, 298, RESELLER #Video
nsightvideo.com, 299, RESELLER #Video
nsightvideo.com, 30, RESELLER #Video
nsightvideo.com, 300, RESELLER #Video
nsightvideo.com, 301, RESELLER #Video
nsightvideo.com, 302, RESELLER #Video
nsightvideo.com, 303, RESELLER #Video
nsightvideo.com, 304, RESELLER #Video
nsightvideo.com, 305, RESELLER #Video
nsightvideo.com, 306, RESELLER #Video
nsightvideo.com, 307, RESELLER #Video
nsightvideo.com, 308, RESELLER #Video
nsightvideo.com, 309, RESELLER #Video
nsightvideo.com, 31, RESELLER #Video
nsightvideo.com, 310, RESELLER #Video
nsightvideo.com, 311, RESELLER #Video
nsightvideo.com, 312, RESELLER #Video
nsightvideo.com, 313, RESELLER #Video
nsightvideo.com, 314, RESELLER #Video
nsightvideo.com, 315, RESELLER #Video
nsightvideo.com, 316, RESELLER #Video
nsightvideo.com, 317, RESELLER #Video
nsightvideo.com, 318, RESELLER #Video
nsightvideo.com, 319, RESELLER #Video
nsightvideo.com, 32, RESELLER #Video
nsightvideo.com, 320, RESELLER #Video
nsightvideo.com, 321, RESELLER #Video
nsightvideo.com, 322, RESELLER #Video
nsightvideo.com, 323, RESELLER #Video
nsightvideo.com, 324, RESELLER #Video
nsightvideo.com, 325, RESELLER #Video
nsightvideo.com, 326, RESELLER #Video
nsightvideo.com, 327, RESELLER #Video
nsightvideo.com, 328, RESELLER #Video
nsightvideo.com, 329, RESELLER #Video
nsightvideo.com, 33, RESELLER #Video
nsightvideo.com, 330, RESELLER #Video
nsightvideo.com, 331, RESELLER #Video
nsightvideo.com, 332, RESELLER #Video
nsightvideo.com, 333, RESELLER #Video
nsightvideo.com, 334, RESELLER #Video
nsightvideo.com, 335, RESELLER #Video
nsightvideo.com, 336, RESELLER #Video
nsightvideo.com, 337, RESELLER #Video
nsightvideo.com, 338, RESELLER #Video
nsightvideo.com, 339, RESELLER #Video
nsightvideo.com, 34, RESELLER #Video
nsightvideo.com, 340, RESELLER #Video
nsightvideo.com, 341, RESELLER #Video
nsightvideo.com, 342, RESELLER #Video
nsightvideo.com, 343, RESELLER #Video
nsightvideo.com, 344, RESELLER #Video
nsightvideo.com, 345, RESELLER #Video
nsightvideo.com, 346, RESELLER #Video
nsightvideo.com, 347, RESELLER #Video
nsightvideo.com, 348, RESELLER #Video
nsightvideo.com, 35, RESELLER #Video
nsightvideo.com, 36, RESELLER #Video
nsightvideo.com, 39, RESELLER #Video
nsightvideo.com, 40, RESELLER #Video
nsightvideo.com, 41, RESELLER #Video
